object_id,ecotaxa_img_classif,pros_pred_mask_pixel_area,pros_pred_mask_mm2_area,lip_pred_mask_pixel_area,lip_pred_mask_mm2_area,apsilon_lip_pred_mask_pixel_area,apsilon_lip_pred_mask_mm2_area,prosome_length_mm,object_lat,object_lon,object_date,object_time,object_depth_min,sample_id,sample_lat,sample_long,stage,orientation,species,total_lipids_mg,apsilon_total_lipids_mg,total_lipids_ugC,apsilon_total_lipids_ugC,fullness_ratio_area,month,total_body_ugC,fullness_ratio_ugC,year,species_stage
20150422 181637  945  000000 0608 0638,civstage+lateral<Calanus hyperboreus,8285,4.382765,3151,1.666879,2982,1.577478,3.817987365669008,67.4797,-63.7895,2015-04-22,18:16:37,318.28480384217795,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus hyperboreus,0.3987437142493377,0.3695350146924705,358.869342824404,332.5815132232235,0.35992757996379,4,155.95132281233597,2.132598218634128,2015,Calanus hyperboreus_civstage
20150422 181638  012  000000 0764 0830,civstage+lateral<Calanus hyperboreus,7490,3.96221,3333,1.763157,3215,1.700735,3.9588652044581454,67.4797,-63.7895,2015-04-22,18:16:38,317.90090506152285,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus hyperboreus,0.430871517656209,0.4099631318420837,387.7843658905881,368.96681865787536,0.4292389853137517,4,175.69574840794854,2.1000327099615985,2015,Calanus hyperboreus_civstage
20150422 181638  045  000000 0842 0914,civstage+ventral<Calanus hyperboreus,7432,3.931528,2817,1.490193,2434,1.287586,3.95698269883913,67.4797,-63.7895,2015-04-22,18:16:38,317.90090506152285,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,ventral,Calanus hyperboreus,0.3416181232033686,0.2792270226518982,307.4563108830318,251.3043203867084,0.327502691065662,4,175.42103096086998,1.4325780609667331,2015,Calanus hyperboreus_civstage
20150422 181640  677  000000 0158 0164,female+lateral<Calanus hyperboreus,27291,14.436939,9928,5.251912,6381,3.375549,7.396925028122738,67.4797,-63.7895,2015-04-22,18:16:40,317.1342046388429,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,female,lateral,Calanus hyperboreus,1.9431409045417696,1.055799668120457,1748.8268140875928,950.2197013084112,0.2338133450588105,4,1373.8271810208764,0.691658830481366,2015,Calanus hyperboreus_female
20150422 181641  510  000000 0068 0326,cvstage+lateral<Calanus hyperboreus,13342,7.057917999999999,5988,3.167652,4785,2.531265,5.532946246342405,67.4797,-63.7895,2015-04-22,18:16:41,316.7586840077267,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,cvstage,lateral,Calanus hyperboreus,0.9671279310572783,0.7096956343257725,870.4151379515507,638.7260708931954,0.3586418827761955,4,528.5429990852705,1.2084656726105816,2015,Calanus hyperboreus_cvstage
20150422 181643  043  000000 0122 0056,cvstage+lateral<Calanus glacialis,7306,3.864873999999999,2630,1.39127,2748,1.453692,3.9005790140557544,67.4797,-63.7895,2015-04-22,18:16:43,315.99128540591846,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,cvstage,lateral,Calanus glacialis,0.3107234186677189,0.3301247906040034,279.651076800947,297.1123115436031,0.3761292088694224,4,477.4212355852873,0.6223273901492101,2015,Calanus glacialis_cvstage
20150422 181644  376  000000 0260 0236,female+lateral<Calanus hyperboreus,27543,14.570247,9504,5.027615999999999,7340,3.88286,7.571638255102437,67.4797,-63.7895,2015-04-22,18:16:44,315.6154655551759,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,female,lateral,Calanus hyperboreus,1.8295569123561768,1.2808421657175288,1646.601221120559,1152.757949145776,0.2664923937116508,4,1483.5023199957318,0.7770516659179154,2015,Calanus hyperboreus_female
20150422 181646  475  000000 0548 0698,civstage+lateral<Calanus glacialis,3672,1.942488,1325,0.7009249999999999,1157,0.612053,2.4727957124924034,67.4797,-63.7895,2015-04-22,18:16:46,314.8806818926439,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus glacialis,0.1206404547499763,0.1000541458786841,108.57640927497872,90.04873129081574,0.3150871459694989,4,73.67909540810167,1.222174767375253,2015,Calanus glacialis_civstage
20150422 181646  508  000000 0944 0680,civstage+lateral<Calanus glacialis,3693,1.953597,1339,0.7083309999999999,1174,0.621046,2.5195887951448683,67.4797,-63.7895,2015-04-22,18:16:46,314.8806818926439,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus glacialis,0.1224030529006019,0.1020885480931147,110.1627476105418,91.8796932838033,0.3178987273219604,4,79.56538072921978,1.154769730776405,2015,Calanus glacialis_civstage
20150422 181647  941  000002 0212 0608,female+lateral<Calanus glacialis,8803,4.656787,3306,1.748874,3185,1.684865,4.154751533825031,67.4797,-63.7895,2015-04-22,18:16:47,314.5221170403563,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,female,lateral,Calanus glacialis,0.4260621803486368,0.4046933575833285,383.4559623137732,364.2240218249957,0.3618084743837328,4,618.453765504968,0.5889268400324257,2015,Calanus glacialis_female
20150422 181648  041  000000 0698 0800,civstage+lateral<Calanus hyperboreus,7102,3.756958,1949,1.031021,2063,1.091327,3.885630535389248,67.4797,-63.7895,2015-04-22,18:16:48,314.1382182597013,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus hyperboreus,0.2054827605258584,0.2222511353350334,184.93448447327265,200.0260218015301,0.2904815544916924,4,165.22735367363725,1.2106108180890458,2015,Calanus hyperboreus_civstage
